character gender,characters,type,Character_dialogue
M,ELI,son of a bitch,"He grabs the bread, blows the shot, screws you up...screws me up. He's dumb, Jake, but thank God, he ain't dead yet. So do me a favor, put your handcuffs on this sonofa bitch and put him some place where he can't get hurt The Chief is dazed. If this is Burt, the stunt man, he is obviously alive. Jake goes to Cameron."
M,RAYMOND,son of a bitch,"What can I tell you?     I am a brave sonofabitch. There is general laughter.    Eli, raising his arm like a referee."
M,CAMERON,son of a bitch,"I can't take my eyes off the sonof abitch. Everybody does what he wants them to, even me. I feel like thankin' him 'cause I fell on my ass."
M,SAM,son of a bitch,"You are a smug, insufferable sonof abitch. When I read the insane asylum scene to my wife and four children, my wife cried, my oldest son shook my hand for the first time in his whole life. So, why is it, Eli, that this vulgar little scene turns out to be so much...stronger, more moving? 60 "
M,SAM,son of a bitch,"Are you kidding?...If That guy in the rowboat was a Marine sticking a bayonet in her instead of a cock, that uptight sonofabitch would have saluted. Eli starts laughing."
M,SAM,son of a bitch,Son of a bitch.
M,CAMERON,son of a bitch,"95  I am putting you in a cab for your own good and sending you to the airport. He's mine, Henry, all mine. Just leave that sonofa bitch to me They have reached the HOTEL DOORWAY.   By now, Henry is convinced Cameron means business. He stops."
M,OTHER MAN,son of a bitch,"My buddy and I saw that sonofa bitch break out of the woods and head that way, down the road. The lights go on and Cameron looks at the speaker, recognizing him as one of the TELEPHONE LINEMEN. Apparently, the lineman doesn't recognize Cameron in his new identity."
M,CAMERON,son of a bitch,"And you know what? You want the shock of your life...? I understand what the sonofabitch is saying, and he may be right...which makes me what? Minus twelve, the dumb schmuck with a gun. That doesn't change the fact that he's crazy. If he had his way, there wouldn't be a soldier left alive by morning. But 114  all he's got on hand is me. I don't know if he is doing it consciously, but it's a hell of an idea. If he can really get it on film, a genuine dumb fuck grunt cashing in, before your very eyes, I mean the real McCoy...that's gotta help his picture...Then he's killed two birds with one stone. It's got a nice logic. Trouble is, both birds are me. Against her instincts, Nina is emotionally affected by what Cameron says."
M,CAMERON,son of a bitch,Because...it seemed like a good idea to twist his fucking head off Said I could be his partner when I got back...lyin' son of a bitch was real sorry things were slack... Slack my ass...he just didn't want me hangin' around because he was bangin' my old lady. So I go down and start bangin' on his door he starts pounding on the mirror 131 
M,CAMERON,son of a bitch,"Bang That bright, shiny front window went byebye reveling in his own insanity Maybe he's screwin' her behind the counter...I climb in there screamin' WHERE ARE YA? Come out here and be a man Where are ya? Behind that counter, you sonofa bitch? Cameron kicks over the makeup table as though it were the counter...tubes and glasses shatter all over the floor."
M,CAMERON,son of a bitch,"I picked up this fiftypound ice cream vat...FLAVOROFTHEMONTH... ROYALBAVARIANCHOCOLATEMIST...and I started running with that sonof abitch... 179G 133  Cameron starts running across the room and just as he's about to hurl it, he COLLIDES with a jutting shelf, which knocks him flat on his back. The shelf falls and thirty or forty onegallon PA"
M,CAMERON,son of a bitch,"I can't believe it...He knows. The sonofabitch knows whatever I am thinking. I am beginning to feel like something that Sam wrote I am not real. I am some jerk American flyer from World War I who has to go over a bridge and die because the goddamn script says so It's crazy...I am trapped in his goddamn story. If somebody lost that page, I had be fine. If he crossed it out and wrote something else like  At the last moment, he veers the big car from the railingthen goes speeding on to live happy ever after... he looks at the Duesenberg appraisingly, then grins as a plan starts to form How about that? Empty road, me out there all alone, the crew 'way back, breathless as I approach the bridge. And then...Hey, what happened? A fucking rewrite's what happened I will have a fifteen minute jump on them before they figure out they are shooting a new version Nina has come to life, her eyes aglow like a shrewd little girl who's already decided how the fairy tale will end"
M,KANSAS,son of a bitch,Sonofablueballedbitch  I always get this one.
M,JACK,son of a bitch,"I don't care what she is Her father is a selfish, irresponsible sonofabitch Jack moves  to Joe  intimidating  Joe steps back  Jack is fucking intense"
M,OFFICER MICHAELS,son of a bitch,"Sonofabitch. Car 98, tenfour. Ya dumb whore. Ha"
M,FATHER,son of a bitch,"You sick sonsofbitches Fogell throws his shoulder into the guy, knocking him down. Seth and Fogell run to the backyard gate and try to open it. They can't."
M,STONE,son of a bitch,"Sonofabitch Greer disabled my surrie, stop him "
M,GABRIEL,son of a bitch,"Get that sonofabitch on the phone. Gabriel walks towards the window, slinging his FNFAL, and pulling on his headset. A.D. Joy answers."
M,CURTIS,son of a bitch,Sonofabitch. Dewart jumps down from the control panel to take a look.
M,INSPECTOR REYNAUD,son of a bitch,I hope the son of a bitch doesn't shoot me with the gun you gave him. What else did you give Asher? An accusing look.
M,COLTON,son of a bitch,"No one has any clue where Asher is. That son of a bitch might fixate on you. Please watch your back, Grace."
M,CAZ,son of a bitch,"Then maybe his radio's busted and the sonuvabitch is too lazy to climb down and use a telephone I am gonna write him up for.this, goddammit  I am gonna have his assn"
M,CAZ,son of a bitch,"He stopped again The crazy, dumbassed sonuvabitch stopped again"
M,CORRELL,son of a bitch,"There he is   I read you, you sonuvabitch  where.the hell have you been? What are you trying,to do, screw up this entire railroad single handedly?  Come in, you bastard, and start explaining  and you had better make it good Pelham One Two Threeto Command Center  your train has been taken repeat, your train has been"
M,CORRELL,son of a bitch,"He's all yours, the sonuvabitch as Prescott reaches for the mike Not here, for Ch'rissake  Take it over there He points to another, empty desk. Prescott goes to it and sits, then punches in a line on the console and speaks into the mike."
M,PRESCOTT,son of a bitch,You son of a bitch. 
M,RADIO,son of a bitch,"You have still.got twentyeight blocks  floor the sonovabitch  Wentworth is bent over the wheel, all determination now."
M,PRESCOTT,son of a bitch,"What do you mean, that's all? They are just about to shoot some poor sonuvabitch  1"
M,TEDDY,son of a bitch,Son of a bitch...You wished for my life back. She smiles at him.
M,MORRISON,son of a bitch,Son of a bitch is heavy. 
M,COUNTERMAN,son of a bitch,Hey  Sonofabitch. 35      
M,DETECTIVE CAVALLO,son of a bitch,You sonofabitch You are gonna fry 
M,DOM,son of a bitch,"You are one lucky sonofabitch, you know that?"
M,TUCKER,son of a bitch,That stalkin' sonofabitch
M,MACREADY,son of a bitch,"Poor little son of a bitch. You are  starting to lose it, aren't you? He confidently taps out his move. His companion's response  is immediate."
M,PILOT,son of a bitch,Failure.  All cameras.  Sonofabitch.  Film must not have fed.
M,MCNAMARA,son of a bitch,"you sonofabitch, goddamn it, I didn't drop "
M,THE PRESIDENT,son of a bitch,Goddammitt.  There's always some sonofabitch who doesn't get the word.  All we need is the Soviets thinking we are bombing them. Anybody else? The humor falls on a cold audience.
M,ARTHUR,son of a bitch,"GET UP GET UP, YOU SON OF A BITCHING MAGGOT GAGGER I'LL STOMP YOUR GUTS OUT I'LL KILL"
M,THOR,son of a bitch,"Surtur. Son of a bitch...you are still alive I thought my father killed you, like, half a million years ago."
M,WES,son of a bitch,"You stupid son of a bitch.  Wes lunges for Jaeger, but doesn't have the speed or the skills.  Jaeger counters, and sinks a fist into Wes' jaw.  Wes goes down, but he manages to take Jaeger to the sand with him.  They start to scrape, but it's obvious Jaeger has got the upper hand. Epps reaches down and yanks Jaeger off of Wes."
M,TROY,son of a bitch,"We were home free, you stupid son of a bitch."
M,PETER,son of a bitch,"You are a lifesaver, I have been trying to get away from that woman for 20 minutes. That sonofabitch Carl is moving in on my Natalie. Gotta go... bye."
M,PETER,son of a bitch,"He's an asshole I heard you are not ready yet.' We are gonna kick your ass.' Well, we may be behind schedule, but we are still going to beat that sonofabitch and maybe I haven't scored with Natalie yet, but neither has he. She's not an easy lay, that's what I like about her. You know what they say it ain't over till it's over. Peter and Michael go into the living room. Peter is picking up glasses. Michael is emptying ashtrays into the wastebasket."
M,PETER,son of a bitch,"Well, when he does call, I am gonna let him have it That sonofabitch is on the beaches of Brazil proposing to the whole goddamn world. And we are here living in hell He's gonna get his ass on the next plane back here. Vacation's over, Jackbaby, you better believe it."
M,PETER,son of a bitch,You are kidding That sonofa bitch
M,PETER,son of a bitch,"And I am gonna be able to get back to work, so Carl better watch it I am gonna slaughter that sonofabitch First with this goddam competition... and then with Natalie."
M,BROOKS,son of a bitch,"That setto you saw out front, was  nothin' more than a message we were  sendin' to the sonsabitches that are  divertin' water from the river."
M,PLUCHINSKY,son of a bitch,Sonofabitch... my nose...   This fuckup is interfering with
M,MIKE,son of a bitch,"Sonofabitch Mike takes a step towards Darryl, when... Darryl LUNGES OUT AT MIKE, POCKET KNIFE IN HAND. Darryl misses with his initial swipe, but it's enough to knock Mike down, the shotgun falls to the side. Darryl pins Mike to the ground, tries to dagger the knife into him, but Mike grabs his wrist. They struggle. Darryl PUSHES down, the knife INCHES R TO MIKE'S CHEST, until... Mike HEADBUTTS Darryl, sending the skinny Hick off him. Darryl rolls away in pain. Mike scrambles, crawls for... the shotgun.       He grabs it. Darryl regroups, turns around, but is met with... WHACK MIKE bashes Darryl's face with the butt.        This knocks Darryl completely out. Mike stands over Darryl.     A beat.   Then..."
